ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date,cleaned_text
3829,Application crashing frequently,Software Issue,High,11.47,Database Team,Resolved,2026-03-06,application crashing frequently
3830,API returning unexpected error,Application Bug,Critical,3.03,IT Support,Resolved,2025-07-05,api returning unexpected error
3831,Unable to connect to database,Database Issue,Medium,6.38,Application Team,In Progress,2025-08-29,unable connect database
3832,Forgot system password,Password Reset,High,1.83,Security Team,In Progress,2026-01-06,forgot system password
3833,Unable to access internal network,Network Issue,High,4.06,Security Team,Closed,2025-07-24,unable access internal network
3834,Malware alert triggered,Security Incident,Critical,2.12,Cloud Team,In Progress,2025-10-29,malware alert triggered
3835,Suspicious login detected,Security Incident,Low,2.82,Network Team,Resolved,2025-10-01,suspicious login detected
3836,Suspicious login detected,Security Incident,Critical,4.96,Application Team,In Progress,2026-01-19,suspicious login detected
3837,VPN connection failed remotely,VPN Access,Low,8.2,Cloud Team,In Progress,2025-10-13,vpn connection failed remotely
3838,SQL server connection timeout,Database Issue,Low,1.02,IT Support,Closed,2026-03-31,sql server connection timeout
3839,VPN disconnecting repeatedly,VPN Access,Low,5.85,Database Team,In Progress,2025-12-12,vpn disconnecting repeatedly
3840,Cloud storage access denied,Cloud Issue,High,2.59,Application Team,Resolved,2026-03-09,cloud storage access denied
3841,SQL server connection timeout,Database Issue,Medium,11.16,Application Team,Open,2025-08-22,sql server connection timeout
3842,Unable to connect to database,Database Issue,High,7.57,Database Team,Closed,2026-05-14,unable connect database
3843,Application crashing frequently,Software Issue,Low,11.35,Cloud Team,Open,2026-04-20,application crashing frequently
3844,Internet speed extremely slow,Network Issue,Medium,4.02,Network Team,Resolved,2025-07-21,internet speed extremely slow
3845,Dashboard not loading correctly,Application Bug,High,3.01,Network Team,In Progress,2026-05-07,dashboard loading correctly
3846,Monitor display flickering,Hardware Issue,Medium,5.0,IT Support,Resolved,2025-12-19,monitor display flickering
3847,Application crashing frequently,Software Issue,Low,5.55,Security Team,In Progress,2025-08-22,application crashing frequently
3848,Database query execution failed,Database Issue,Medium,10.84,Cloud Team,In Progress,2025-08-01,database query execution failed
3849,Suspicious login detected,Security Incident,Medium,8.82,Database Team,Closed,2026-06-16,suspicious login detected
3850,Form submission failed,Application Bug,Critical,10.42,Application Team,Resolved,2025-09-17,form submission failed
3851,Unable to access internal network,Network Issue,Low,1.16,Cloud Team,Closed,2025-07-16,unable access internal network
3852,Azure VM not responding,Cloud Issue,Medium,8.05,IT Support,Open,2025-12-16,azure vm responding
3853,Unauthorized access attempt,Security Incident,Medium,7.64,Database Team,Closed,2026-01-04,unauthorized access attempt
3854,Keyboard not working properly,Hardware Issue,Medium,2.7,Cloud Team,Closed,2025-10-26,keyboard working properly
3855,Suspicious login detected,Security Incident,Low,10.18,Cloud Team,Open,2026-05-15,suspicious login detected
3856,Unable to login after password reset,Password Reset,High,11.67,Cloud Team,In Progress,2026-05-27,unable login password reset
3857,Password reset link not working,Password Reset,Medium,5.87,IT Support,In Progress,2025-08-25,password reset link working
3858,Password reset link not working,Password Reset,High,4.35,Network Team,Open,2025-12-17,password reset link working
3859,Cloud storage access denied,Cloud Issue,High,3.16,Security Team,In Progress,2026-05-31,cloud storage access denied
3860,Software license expired,Software Issue,Critical,3.27,Database Team,Resolved,2025-07-07,software license expired
3861,Azure VM not responding,Cloud Issue,Low,5.14,Database Team,Closed,2025-07-21,azure vm responding
3862,Email attachments not opening,Email Issue,High,9.66,Cloud Team,Open,2025-11-26,email attachments opening
3863,Malware alert triggered,Security Incident,Low,6.89,IT Support,Closed,2025-08-20,malware alert triggered
3864,Dashboard not loading correctly,Application Bug,High,10.0,Application Team,In Progress,2026-01-29,dashboard loading correctly
3865,Laptop not turning on,Hardware Issue,Low,6.79,Application Team,Open,2025-09-14,laptop turning
3866,Password reset link not working,Password Reset,High,8.37,Application Team,Closed,2026-04-10,password reset link working
3867,Azure VM not responding,Cloud Issue,Medium,2.99,Cloud Team,Resolved,2025-08-25,azure vm responding
3868,Unable to send company email,Email Issue,Critical,2.31,IT Support,Resolved,2026-06-09,unable send company email
3869,Forgot system password,Password Reset,Critical,4.36,Database Team,Closed,2026-05-17,forgot system password
3870,API returning unexpected error,Application Bug,Low,11.52,IT Support,Resolved,2026-03-18,api returning unexpected error
3871,Cloud storage access denied,Cloud Issue,High,5.71,Security Team,Open,2026-03-01,cloud storage access denied
3872,VPN connection failed remotely,VPN Access,Low,6.87,Database Team,In Progress,2025-11-12,vpn connection failed remotely
3873,Monitor display flickering,Hardware Issue,Critical,5.03,Network Team,Open,2025-09-12,monitor display flickering
3874,Suspicious login detected,Security Incident,Critical,9.37,Security Team,Closed,2026-02-27,suspicious login detected
3875,AWS server instance down,Cloud Issue,Low,7.51,Cloud Team,Open,2025-06-19,aws server instance
3876,Software license expired,Software Issue,High,6.91,Application Team,Open,2025-10-08,software license expired
3877,Form submission failed,Application Bug,High,6.44,Network Team,Open,2026-02-26,form submission failed
3878,Unable to access internal network,Network Issue,Low,4.84,Cloud Team,Resolved,2026-01-04,unable access internal network
3879,Azure VM not responding,Cloud Issue,High,6.27,Security Team,Closed,2025-08-01,azure vm responding
3880,Dashboard not loading correctly,Application Bug,Critical,3.72,Database Team,Resolved,2026-02-09,dashboard loading correctly
3881,Suspicious login detected,Security Incident,Critical,11.67,Network Team,Resolved,2026-03-24,suspicious login detected
3882,Dashboard not loading correctly,Application Bug,Medium,5.06,Network Team,In Progress,2025-09-29,dashboard loading correctly
3883,WiFi disconnecting frequently,Network Issue,Medium,11.2,Database Team,Closed,2025-12-20,wifi disconnecting frequently
3884,Database query execution failed,Database Issue,Medium,5.55,Database Team,Closed,2026-05-15,database query execution failed
3885,Forgot system password,Password Reset,Medium,2.86,Database Team,Resolved,2025-10-27,forgot system password
3886,Laptop not turning on,Hardware Issue,Critical,10.69,Database Team,Closed,2026-03-29,laptop turning
3887,Software license expired,Software Issue,Critical,4.11,Network Team,Resolved,2025-11-10,software license expired
3888,SQL server connection timeout,Database Issue,Medium,1.93,Database Team,In Progress,2025-08-17,sql server connection timeout
3889,AWS server instance down,Cloud Issue,Medium,8.69,Database Team,Resolved,2026-06-15,aws server instance
3890,Malware alert triggered,Security Incident,Low,3.02,Application Team,Resolved,2025-11-17,malware alert triggered
3891,API returning unexpected error,Application Bug,Medium,6.88,Application Team,Open,2026-05-15,api returning unexpected error
3892,Unable to install software update,Software Issue,High,11.43,Application Team,Open,2026-02-06,unable install software update
3893,Application crashing frequently,Software Issue,Low,2.45,Network Team,Closed,2025-10-25,application crashing frequently
3894,Unable to access internal network,Network Issue,Critical,11.46,Network Team,Open,2025-11-26,unable access internal network
3895,Azure VM not responding,Cloud Issue,Low,4.35,Security Team,Open,2025-09-30,azure vm responding
3896,Cloud storage access denied,Cloud Issue,Critical,6.14,IT Support,Resolved,2026-04-17,cloud storage access denied
3897,Email attachments not opening,Email Issue,Low,8.82,Database Team,In Progress,2026-04-05,email attachments opening
3898,API returning unexpected error,Application Bug,Medium,2.06,Application Team,Resolved,2025-08-12,api returning unexpected error
3899,API returning unexpected error,Application Bug,Low,11.94,Application Team,Resolved,2025-11-26,api returning unexpected error
3900,Unable to install software update,Software Issue,High,5.8,Application Team,Closed,2026-01-15,unable install software update
3901,Database query execution failed,Database Issue,Critical,1.94,Application Team,Resolved,2025-10-29,database query execution failed
3902,Forgot system password,Password Reset,Low,10.48,Security Team,Resolved,2025-11-24,forgot system password
3903,Keyboard not working properly,Hardware Issue,Critical,4.1,Database Team,Resolved,2025-11-25,keyboard working properly
3904,Unable to install software update,Software Issue,Critical,2.4,Security Team,In Progress,2025-11-18,unable install software update
3905,API returning unexpected error,Application Bug,Critical,4.92,Cloud Team,Open,2026-04-14,api returning unexpected error
3906,Cloud storage access denied,Cloud Issue,Low,4.42,Application Team,In Progress,2026-03-03,cloud storage access denied
3907,Internet speed extremely slow,Network Issue,Critical,1.24,IT Support,Open,2026-02-27,internet speed extremely slow
3908,Monitor display flickering,Hardware Issue,High,11.73,Network Team,In Progress,2025-09-16,monitor display flickering
3909,Unable to send company email,Email Issue,Medium,7.19,Network Team,Resolved,2026-02-18,unable send company email
3910,Password reset link not working,Password Reset,Low,3.25,Cloud Team,Closed,2026-04-10,password reset link working
3911,Unable to connect to company VPN,VPN Access,High,6.06,Network Team,Resolved,2026-03-08,unable connect company vpn
3912,Unauthorized access attempt,Security Incident,Medium,5.96,Network Team,In Progress,2026-04-20,unauthorized access attempt
3913,Internet speed extremely slow,Network Issue,High,9.71,Database Team,In Progress,2025-11-11,internet speed extremely slow
3914,WiFi disconnecting frequently,Network Issue,Medium,4.49,IT Support,Closed,2026-01-14,wifi disconnecting frequently
3915,Unable to send company email,Email Issue,Low,4.51,Database Team,Closed,2025-10-25,unable send company email
3916,Laptop not turning on,Hardware Issue,Medium,4.79,Cloud Team,Resolved,2025-11-10,laptop turning
3917,Email attachments not opening,Email Issue,High,11.42,Application Team,In Progress,2025-09-17,email attachments opening
3918,Software license expired,Software Issue,Medium,5.06,Security Team,Closed,2026-03-08,software license expired
3919,Keyboard not working properly,Hardware Issue,Medium,1.34,Database Team,Open,2025-09-30,keyboard working properly
3920,Azure VM not responding,Cloud Issue,Medium,3.32,IT Support,Resolved,2025-12-31,azure vm responding
3921,Unable to connect to company VPN,VPN Access,Low,9.86,Security Team,Closed,2026-04-06,unable connect company vpn
3922,Database query execution failed,Database Issue,High,8.17,Database Team,Resolved,2025-12-26,database query execution failed
3923,Form submission failed,Application Bug,Low,5.12,Application Team,Open,2026-03-24,form submission failed
3924,Software license expired,Software Issue,Critical,4.59,Security Team,In Progress,2026-05-13,software license expired
3925,Unable to install software update,Software Issue,High,6.47,Database Team,In Progress,2025-10-06,unable install software update
3926,Unable to install software update,Software Issue,Medium,1.51,Application Team,Open,2026-05-15,unable install software update
3927,Forgot system password,Password Reset,Low,11.81,IT Support,Resolved,2026-01-04,forgot system password
3928,AWS server instance down,Cloud Issue,Medium,3.7,Database Team,In Progress,2026-01-15,aws server instance
3929,Unable to access internal network,Network Issue,Low,11.61,Database Team,In Progress,2025-12-16,unable access internal network
3930,Unable to connect to company VPN,VPN Access,Critical,1.37,IT Support,Closed,2025-10-14,unable connect company vpn
3931,Unable to connect to database,Database Issue,Low,2.73,Security Team,In Progress,2026-06-06,unable connect database
3932,Unable to access internal network,Network Issue,Medium,4.11,Cloud Team,Open,2026-03-02,unable access internal network
3933,VPN connection failed remotely,VPN Access,Medium,9.49,Cloud Team,Closed,2025-09-11,vpn connection failed remotely
3934,Unable to login after password reset,Password Reset,Low,5.49,Application Team,Resolved,2026-01-19,unable login password reset
3935,Database query execution failed,Database Issue,Critical,5.54,Application Team,Open,2025-07-09,database query execution failed
3936,VPN connection failed remotely,VPN Access,Low,7.7,Network Team,Closed,2025-08-08,vpn connection failed remotely
3937,Internet speed extremely slow,Network Issue,Critical,9.42,Network Team,Closed,2026-05-07,internet speed extremely slow
3938,Dashboard not loading correctly,Application Bug,High,7.9,Security Team,Open,2026-02-21,dashboard loading correctly
3939,Laptop not turning on,Hardware Issue,High,7.93,Cloud Team,Resolved,2025-10-30,laptop turning
3940,Form submission failed,Application Bug,Critical,11.19,Application Team,Open,2026-05-12,form submission failed
3941,Laptop not turning on,Hardware Issue,Low,1.42,Security Team,Open,2025-08-10,laptop turning
3942,SQL server connection timeout,Database Issue,Low,1.53,Network Team,In Progress,2025-08-23,sql server connection timeout
3943,VPN connection failed remotely,VPN Access,Medium,6.87,Security Team,In Progress,2026-04-25,vpn connection failed remotely
3944,Monitor display flickering,Hardware Issue,High,11.81,Security Team,Closed,2025-10-01,monitor display flickering
3945,VPN connection failed remotely,VPN Access,Critical,5.1,Database Team,In Progress,2026-02-20,vpn connection failed remotely
3946,Form submission failed,Application Bug,Low,8.46,Security Team,Resolved,2025-08-20,form submission failed
3947,Software license expired,Software Issue,Low,10.06,IT Support,In Progress,2025-11-13,software license expired
3948,Monitor display flickering,Hardware Issue,High,1.88,IT Support,Resolved,2025-07-30,monitor display flickering
3949,Outlook not syncing emails,Email Issue,Low,7.89,Network Team,In Progress,2026-04-30,outlook syncing emails
3950,Unauthorized access attempt,Security Incident,Low,3.55,Application Team,In Progress,2026-05-13,unauthorized access attempt
3951,Monitor display flickering,Hardware Issue,Critical,8.32,Network Team,Resolved,2025-07-29,monitor display flickering
3952,Malware alert triggered,Security Incident,Critical,9.21,Security Team,Open,2025-10-06,malware alert triggered
3953,Email attachments not opening,Email Issue,Critical,3.02,Network Team,In Progress,2025-12-04,email attachments opening
3954,Form submission failed,Application Bug,Low,5.36,Cloud Team,In Progress,2026-04-25,form submission failed
3955,Forgot system password,Password Reset,Critical,2.09,Security Team,Open,2026-04-28,forgot system password
3956,VPN disconnecting repeatedly,VPN Access,Low,11.03,IT Support,Open,2025-10-30,vpn disconnecting repeatedly
3957,Password reset link not working,Password Reset,High,6.87,Network Team,Closed,2025-10-28,password reset link working
3958,Outlook not syncing emails,Email Issue,Low,6.36,Database Team,Open,2026-01-14,outlook syncing emails
3959,Unable to connect to company VPN,VPN Access,High,4.6,Security Team,In Progress,2025-06-24,unable connect company vpn
3960,Unable to connect to company VPN,VPN Access,Critical,11.83,Cloud Team,Resolved,2025-12-05,unable connect company vpn
3961,Internet speed extremely slow,Network Issue,Low,8.47,Network Team,Open,2026-03-27,internet speed extremely slow
3962,Keyboard not working properly,Hardware Issue,Low,2.03,Cloud Team,Closed,2025-12-18,keyboard working properly
3963,Keyboard not working properly,Hardware Issue,High,4.4,Application Team,Open,2026-03-29,keyboard working properly
3964,Internet speed extremely slow,Network Issue,Medium,7.69,Database Team,Closed,2025-11-14,internet speed extremely slow
3965,Keyboard not working properly,Hardware Issue,High,1.55,IT Support,Open,2025-08-07,keyboard working properly
3966,Internet speed extremely slow,Network Issue,High,6.51,Security Team,Closed,2026-05-20,internet speed extremely slow
3967,Keyboard not working properly,Hardware Issue,Medium,4.3,Security Team,Closed,2025-12-18,keyboard working properly
3968,API returning unexpected error,Application Bug,Low,2.3,Security Team,Closed,2025-10-12,api returning unexpected error
3969,Unable to access internal network,Network Issue,Low,1.84,Database Team,Resolved,2026-05-14,unable access internal network
3970,WiFi disconnecting frequently,Network Issue,Low,11.34,IT Support,Open,2025-12-30,wifi disconnecting frequently
3971,Forgot system password,Password Reset,Medium,10.97,Database Team,Closed,2026-05-16,forgot system password
3972,Cloud storage access denied,Cloud Issue,Low,6.07,Security Team,Closed,2026-02-16,cloud storage access denied
3973,Forgot system password,Password Reset,Low,10.41,Application Team,Resolved,2025-11-28,forgot system password
3974,SQL server connection timeout,Database Issue,Low,8.17,Network Team,Closed,2025-11-18,sql server connection timeout
3975,Form submission failed,Application Bug,Critical,2.99,Network Team,Resolved,2025-11-25,form submission failed
3976,Unauthorized access attempt,Security Incident,Medium,5.02,Cloud Team,Resolved,2025-12-23,unauthorized access attempt
3977,SQL server connection timeout,Database Issue,Medium,8.38,Application Team,Closed,2025-10-21,sql server connection timeout
3978,AWS server instance down,Cloud Issue,Low,10.22,Database Team,Resolved,2025-06-19,aws server instance
3979,Laptop not turning on,Hardware Issue,Critical,4.61,IT Support,Resolved,2025-07-02,laptop turning
3980,AWS server instance down,Cloud Issue,Low,6.09,Database Team,Resolved,2026-03-27,aws server instance
3981,VPN disconnecting repeatedly,VPN Access,High,9.62,Security Team,Closed,2025-12-03,vpn disconnecting repeatedly
3982,Password reset link not working,Password Reset,High,7.54,Network Team,Closed,2025-09-24,password reset link working
3983,Malware alert triggered,Security Incident,Low,11.66,IT Support,Closed,2025-08-06,malware alert triggered
3984,Unable to install software update,Software Issue,Low,11.02,Cloud Team,Closed,2025-07-19,unable install software update
3985,WiFi disconnecting frequently,Network Issue,Low,1.53,Security Team,Closed,2026-05-16,wifi disconnecting frequently
3986,Database query execution failed,Database Issue,Critical,4.02,Network Team,Closed,2026-02-11,database query execution failed
3987,VPN disconnecting repeatedly,VPN Access,Critical,3.77,IT Support,Closed,2025-06-27,vpn disconnecting repeatedly
3988,Unable to install software update,Software Issue,Critical,9.71,Application Team,Resolved,2026-01-03,unable install software update
3989,Unable to login after password reset,Password Reset,High,10.09,Network Team,Closed,2025-08-20,unable login password reset
3990,Unable to connect to database,Database Issue,High,7.75,Cloud Team,Open,2026-06-02,unable connect database
3991,VPN disconnecting repeatedly,VPN Access,Medium,8.08,Network Team,In Progress,2026-02-12,vpn disconnecting repeatedly
3992,Dashboard not loading correctly,Application Bug,Medium,3.02,Database Team,In Progress,2026-01-15,dashboard loading correctly
3993,Malware alert triggered,Security Incident,Medium,10.23,Network Team,In Progress,2026-01-06,malware alert triggered
3994,Malware alert triggered,Security Incident,Critical,5.07,Security Team,Resolved,2026-02-19,malware alert triggered
3995,Outlook not syncing emails,Email Issue,Medium,1.11,Security Team,Resolved,2026-02-07,outlook syncing emails
3996,VPN connection failed remotely,VPN Access,Low,8.13,Application Team,Resolved,2026-04-07,vpn connection failed remotely
3997,Outlook not syncing emails,Email Issue,Critical,6.56,Database Team,Resolved,2025-11-17,outlook syncing emails
3998,API returning unexpected error,Application Bug,Medium,8.36,Cloud Team,Resolved,2025-11-25,api returning unexpected error
3999,Unauthorized access attempt,Security Incident,Critical,5.26,Application Team,Resolved,2025-07-31,unauthorized access attempt
4000,Laptop not turning on,Hardware Issue,Low,10.45,Database Team,Closed,2026-05-02,laptop turning
4001,Keyboard not working properly,Hardware Issue,High,3.81,Security Team,Closed,2025-07-05,keyboard working properly
4002,Software license expired,Software Issue,High,11.56,Cloud Team,Open,2026-04-05,software license expired
4003,Laptop not turning on,Hardware Issue,Low,7.58,Security Team,Open,2026-05-08,laptop turning
4004,Dashboard not loading correctly,Application Bug,Low,6.96,Database Team,Open,2025-09-26,dashboard loading correctly
4005,Database query execution failed,Database Issue,Low,4.25,Database Team,Closed,2025-06-25,database query execution failed
4006,Azure VM not responding,Cloud Issue,Critical,5.79,Network Team,In Progress,2025-08-15,azure vm responding
4007,Unauthorized access attempt,Security Incident,High,10.23,Database Team,In Progress,2025-12-25,unauthorized access attempt
4008,Password reset link not working,Password Reset,Critical,11.62,Security Team,Open,2026-01-07,password reset link working
4009,Outlook not syncing emails,Email Issue,Medium,10.41,Application Team,Resolved,2026-05-19,outlook syncing emails
4010,Dashboard not loading correctly,Application Bug,Low,4.49,IT Support,Closed,2025-11-23,dashboard loading correctly
4011,Laptop not turning on,Hardware Issue,Medium,7.87,Network Team,Closed,2025-11-23,laptop turning
4012,API returning unexpected error,Application Bug,High,2.08,Database Team,Resolved,2025-07-23,api returning unexpected error
4013,Unable to send company email,Email Issue,Low,3.46,IT Support,Open,2026-04-08,unable send company email
4014,Unable to install software update,Software Issue,Medium,4.48,IT Support,Closed,2025-10-19,unable install software update
4015,Cloud storage access denied,Cloud Issue,Low,3.6,Cloud Team,Resolved,2026-04-25,cloud storage access denied
4016,Unable to connect to company VPN,VPN Access,High,9.9,Application Team,Closed,2025-09-06,unable connect company vpn
4017,Azure VM not responding,Cloud Issue,Medium,9.16,Cloud Team,Closed,2026-03-18,azure vm responding
4018,Unable to access internal network,Network Issue,High,6.9,Security Team,Open,2025-10-25,unable access internal network
4019,Unable to send company email,Email Issue,Low,1.59,Security Team,In Progress,2026-04-20,unable send company email
4020,Unable to connect to company VPN,VPN Access,High,10.69,Application Team,In Progress,2025-07-25,unable connect company vpn
4021,Unauthorized access attempt,Security Incident,High,9.57,Security Team,Open,2025-08-06,unauthorized access attempt
4022,Unable to connect to database,Database Issue,Medium,9.74,Network Team,Resolved,2025-09-12,unable connect database
4023,WiFi disconnecting frequently,Network Issue,Medium,11.8,Security Team,Closed,2025-06-19,wifi disconnecting frequently
4024,Form submission failed,Application Bug,Low,7.09,IT Support,Closed,2025-10-26,form submission failed
4025,Outlook not syncing emails,Email Issue,Critical,11.15,Database Team,In Progress,2026-06-03,outlook syncing emails
4026,Forgot system password,Password Reset,Low,10.65,Cloud Team,Resolved,2025-09-03,forgot system password
4027,WiFi disconnecting frequently,Network Issue,Medium,7.53,Application Team,Closed,2026-03-08,wifi disconnecting frequently
4028,Unable to install software update,Software Issue,Critical,3.99,Security Team,Resolved,2025-09-25,unable install software update
4029,WiFi disconnecting frequently,Network Issue,Critical,2.25,IT Support,Closed,2025-07-17,wifi disconnecting frequently
4030,VPN connection failed remotely,VPN Access,Critical,5.92,Database Team,In Progress,2025-12-23,vpn connection failed remotely
4031,Email attachments not opening,Email Issue,High,5.04,Security Team,In Progress,2025-10-13,email attachments opening
4032,Unauthorized access attempt,Security Incident,Critical,7.13,Cloud Team,In Progress,2025-07-14,unauthorized access attempt
4033,Application crashing frequently,Software Issue,Medium,5.15,Application Team,Open,2026-06-11,application crashing frequently
4034,AWS server instance down,Cloud Issue,High,3.37,Security Team,In Progress,2025-10-23,aws server instance
4035,WiFi disconnecting frequently,Network Issue,High,6.21,IT Support,Resolved,2026-03-25,wifi disconnecting frequently
4036,Unable to connect to company VPN,VPN Access,High,4.85,Security Team,Open,2026-06-03,unable connect company vpn
4037,WiFi disconnecting frequently,Network Issue,Medium,5.96,Cloud Team,Closed,2025-07-12,wifi disconnecting frequently
4038,Laptop not turning on,Hardware Issue,Low,8.57,IT Support,Open,2025-07-31,laptop turning
4039,Software license expired,Software Issue,Critical,11.15,Database Team,Closed,2025-12-26,software license expired
4040,Monitor display flickering,Hardware Issue,Critical,1.71,Security Team,In Progress,2025-08-09,monitor display flickering
4041,WiFi disconnecting frequently,Network Issue,Medium,3.58,Database Team,Resolved,2026-01-17,wifi disconnecting frequently
4042,Keyboard not working properly,Hardware Issue,Critical,9.26,Application Team,Open,2026-05-19,keyboard working properly
4043,Form submission failed,Application Bug,Low,7.89,Network Team,In Progress,2025-09-27,form submission failed
4044,Forgot system password,Password Reset,Low,5.87,Application Team,Open,2025-07-04,forgot system password
4045,Unable to send company email,Email Issue,Critical,9.32,Application Team,Closed,2026-04-11,unable send company email
4046,Outlook not syncing emails,Email Issue,Low,4.62,Network Team,Closed,2026-03-31,outlook syncing emails
4047,SQL server connection timeout,Database Issue,Medium,2.18,Database Team,In Progress,2026-01-28,sql server connection timeout
4048,SQL server connection timeout,Database Issue,Low,10.7,Security Team,In Progress,2026-01-15,sql server connection timeout
4049,Database query execution failed,Database Issue,Critical,3.42,IT Support,Closed,2025-10-19,database query execution failed
4050,Unauthorized access attempt,Security Incident,High,5.02,IT Support,In Progress,2026-03-28,unauthorized access attempt
4051,Unable to access internal network,Network Issue,Medium,10.5,Network Team,Resolved,2026-06-01,unable access internal network
4052,Email attachments not opening,Email Issue,High,2.5,IT Support,Open,2025-11-13,email attachments opening
4053,Laptop not turning on,Hardware Issue,High,8.57,Database Team,Resolved,2025-09-03,laptop turning
4054,Monitor display flickering,Hardware Issue,High,11.32,Application Team,In Progress,2025-10-05,monitor display flickering
4055,Dashboard not loading correctly,Application Bug,Critical,6.14,Security Team,Closed,2025-12-06,dashboard loading correctly
4056,WiFi disconnecting frequently,Network Issue,Low,8.85,Application Team,Open,2026-03-13,wifi disconnecting frequently
4057,Forgot system password,Password Reset,Medium,6.84,IT Support,Closed,2025-07-24,forgot system password
4058,Cloud storage access denied,Cloud Issue,High,9.66,Cloud Team,Closed,2026-04-05,cloud storage access denied
4059,Unable to access internal network,Network Issue,Low,6.82,Database Team,Open,2026-04-01,unable access internal network
4060,Password reset link not working,Password Reset,Medium,9.95,Network Team,Open,2026-03-11,password reset link working
4061,Internet speed extremely slow,Network Issue,Critical,1.71,Cloud Team,In Progress,2026-06-12,internet speed extremely slow
4062,Keyboard not working properly,Hardware Issue,High,8.29,Network Team,Resolved,2026-02-20,keyboard working properly
4063,VPN connection failed remotely,VPN Access,Critical,1.43,IT Support,Resolved,2025-08-20,vpn connection failed remotely
4064,VPN disconnecting repeatedly,VPN Access,Low,8.97,Cloud Team,Open,2025-08-19,vpn disconnecting repeatedly
4065,Keyboard not working properly,Hardware Issue,Medium,3.95,Security Team,Closed,2026-05-31,keyboard working properly
4066,Azure VM not responding,Cloud Issue,Medium,2.03,Application Team,Resolved,2026-04-24,azure vm responding
4067,Outlook not syncing emails,Email Issue,Low,4.49,Cloud Team,Open,2025-11-19,outlook syncing emails
4068,Unable to connect to company VPN,VPN Access,Critical,8.5,Application Team,Resolved,2025-08-16,unable connect company vpn
4069,Unable to login after password reset,Password Reset,High,10.44,IT Support,Open,2026-06-03,unable login password reset
4070,Database query execution failed,Database Issue,Low,5.72,Database Team,Closed,2026-06-06,database query execution failed
4071,Unable to login after password reset,Password Reset,Medium,8.12,IT Support,Resolved,2026-01-12,unable login password reset
4072,Unable to connect to database,Database Issue,High,7.23,Database Team,Closed,2025-12-27,unable connect database
4073,Unauthorized access attempt,Security Incident,Low,3.19,Network Team,Resolved,2025-08-03,unauthorized access attempt
4074,Unable to connect to database,Database Issue,High,3.11,Database Team,Open,2026-03-05,unable connect database
4075,AWS server instance down,Cloud Issue,High,2.14,Security Team,Open,2026-04-26,aws server instance
4076,VPN disconnecting repeatedly,VPN Access,Critical,4.66,Network Team,Open,2026-02-01,vpn disconnecting repeatedly
4077,Unable to connect to database,Database Issue,High,10.87,Network Team,Closed,2025-09-25,unable connect database
4078,Software license expired,Software Issue,High,8.17,Database Team,Resolved,2025-12-14,software license expired
4079,WiFi disconnecting frequently,Network Issue,Low,4.41,Network Team,Resolved,2026-01-02,wifi disconnecting frequently
4080,Application crashing frequently,Software Issue,High,4.69,Application Team,Resolved,2025-06-19,application crashing frequently
4081,WiFi disconnecting frequently,Network Issue,Low,9.81,IT Support,Resolved,2025-08-12,wifi disconnecting frequently
4082,Keyboard not working properly,Hardware Issue,Critical,6.45,Application Team,In Progress,2025-08-03,keyboard working properly
4083,Database query execution failed,Database Issue,Low,4.29,Network Team,In Progress,2025-11-24,database query execution failed
4084,Password reset link not working,Password Reset,Low,5.52,Security Team,Closed,2026-02-10,password reset link working
4085,Database query execution failed,Database Issue,High,3.68,Network Team,In Progress,2025-08-04,database query execution failed
4086,AWS server instance down,Cloud Issue,High,11.18,Application Team,Closed,2026-05-16,aws server instance
4087,Outlook not syncing emails,Email Issue,Low,5.71,Application Team,Open,2026-03-28,outlook syncing emails
4088,Laptop not turning on,Hardware Issue,Critical,4.55,IT Support,Open,2025-09-04,laptop turning
4089,Forgot system password,Password Reset,Medium,2.36,Cloud Team,Resolved,2026-05-02,forgot system password
4090,Unable to connect to database,Database Issue,Critical,6.62,Database Team,Open,2025-11-02,unable connect database
4091,Email attachments not opening,Email Issue,Low,5.35,Cloud Team,Resolved,2025-09-06,email attachments opening
4092,VPN disconnecting repeatedly,VPN Access,High,4.28,Cloud Team,Open,2026-01-25,vpn disconnecting repeatedly
4093,Outlook not syncing emails,Email Issue,High,11.01,Network Team,Open,2025-09-03,outlook syncing emails
4094,Internet speed extremely slow,Network Issue,High,3.19,Cloud Team,Resolved,2026-02-01,internet speed extremely slow
4095,Internet speed extremely slow,Network Issue,Critical,4.97,Network Team,Open,2026-02-01,internet speed extremely slow
4096,Unable to connect to company VPN,VPN Access,Low,8.05,Network Team,Closed,2025-10-04,unable connect company vpn
4097,Suspicious login detected,Security Incident,Low,4.59,Security Team,In Progress,2026-02-22,suspicious login detected
4098,Dashboard not loading correctly,Application Bug,Critical,11.54,Security Team,Resolved,2025-07-04,dashboard loading correctly
4099,Unauthorized access attempt,Security Incident,Medium,2.47,Network Team,Closed,2026-01-15,unauthorized access attempt
4100,Malware alert triggered,Security Incident,Low,2.57,Network Team,Open,2025-07-20,malware alert triggered
4101,Internet speed extremely slow,Network Issue,Medium,9.86,Cloud Team,In Progress,2026-04-29,internet speed extremely slow
4102,Unauthorized access attempt,Security Incident,High,2.53,Security Team,In Progress,2026-06-10,unauthorized access attempt
