ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date
3591,WiFi disconnecting frequently,Network Issue,Low,5.76,Application Team,Closed,2025-06-30
3592,Unable to access internal network,Network Issue,Medium,10.89,Database Team,In Progress,2025-08-27
3593,Password reset link not working,Password Reset,Medium,6.46,Network Team,Resolved,2025-07-22
3594,Email attachments not opening,Email Issue,Low,6.54,Security Team,Resolved,2026-04-11
3595,Email attachments not opening,Email Issue,High,4.98,Database Team,Resolved,2026-05-11
3596,Unable to access internal network,Network Issue,Medium,2.73,Network Team,Resolved,2026-01-12
3597,Dashboard not loading correctly,Application Bug,Low,6.03,IT Support,In Progress,2026-03-17
3598,Keyboard not working properly,Hardware Issue,Critical,7.28,Database Team,Closed,2026-02-23
3599,Application crashing frequently,Software Issue,Low,9.0,Security Team,In Progress,2026-05-13
3600,WiFi disconnecting frequently,Network Issue,Medium,10.0,Cloud Team,Closed,2026-02-23
3601,Cloud storage access denied,Cloud Issue,Low,5.48,Application Team,Resolved,2025-12-31
3602,Unable to connect to database,Database Issue,Low,2.4,Database Team,Closed,2025-10-09
3603,Unable to connect to company VPN,VPN Access,High,3.81,Database Team,Resolved,2025-09-01
3604,Application crashing frequently,Software Issue,Low,5.2,Network Team,Open,2025-11-20
3605,Form submission failed,Application Bug,High,6.76,IT Support,Closed,2026-02-01
3606,Outlook not syncing emails,Email Issue,Medium,1.81,Application Team,Closed,2026-06-07
3607,Form submission failed,Application Bug,Critical,5.34,Network Team,Open,2025-12-09
3608,SQL server connection timeout,Database Issue,Critical,6.58,IT Support,Open,2025-11-28
3609,Forgot system password,Password Reset,Low,9.28,Database Team,Closed,2025-07-14
3610,API returning unexpected error,Application Bug,Critical,4.15,IT Support,Open,2025-07-03
3611,Software license expired,Software Issue,Low,11.31,Cloud Team,Open,2025-06-23
3612,VPN connection failed remotely,VPN Access,Critical,7.8,Application Team,Open,2026-01-06
3613,Email attachments not opening,Email Issue,High,11.23,Database Team,Open,2026-05-02
3614,Dashboard not loading correctly,Application Bug,Medium,10.84,Application Team,Closed,2025-10-30
3615,Malware alert triggered,Security Incident,Low,9.94,Cloud Team,Closed,2025-11-23
3616,Unable to connect to database,Database Issue,Critical,7.75,Application Team,Resolved,2026-06-14
3617,Application crashing frequently,Software Issue,Critical,7.5,IT Support,Open,2026-04-13
3618,Database query execution failed,Database Issue,High,6.58,Network Team,Closed,2025-07-17
3619,Database query execution failed,Database Issue,Critical,6.7,Security Team,Resolved,2026-02-18
3620,Laptop not turning on,Hardware Issue,Low,4.24,Application Team,Resolved,2026-01-28
3621,Azure VM not responding,Cloud Issue,High,6.77,Cloud Team,Open,2025-11-09
3622,Azure VM not responding,Cloud Issue,Medium,8.71,Cloud Team,In Progress,2026-05-01
3623,VPN connection failed remotely,VPN Access,Medium,4.37,IT Support,Closed,2025-09-16
3624,Email attachments not opening,Email Issue,Low,8.6,Database Team,In Progress,2026-04-19
3625,Dashboard not loading correctly,Application Bug,Critical,8.79,Application Team,Resolved,2025-09-19
3626,Laptop not turning on,Hardware Issue,High,7.65,Application Team,In Progress,2026-05-12
3627,Monitor display flickering,Hardware Issue,Critical,3.07,Database Team,Open,2025-09-01
3628,Unauthorized access attempt,Security Incident,Medium,7.96,Security Team,Open,2025-12-15
3629,Unable to login after password reset,Password Reset,Critical,8.36,Network Team,Resolved,2025-12-02
3630,Application crashing frequently,Software Issue,Critical,10.85,IT Support,In Progress,2026-06-12
3631,Unable to login after password reset,Password Reset,Critical,2.42,IT Support,In Progress,2025-10-16
3632,VPN disconnecting repeatedly,VPN Access,High,11.8,IT Support,In Progress,2026-04-16
3633,Unable to send company email,Email Issue,High,10.67,IT Support,Closed,2026-04-05
3634,Malware alert triggered,Security Incident,Low,10.53,Application Team,Resolved,2025-12-08
3635,Application crashing frequently,Software Issue,Critical,11.9,Security Team,In Progress,2025-08-24
3636,Unable to send company email,Email Issue,Medium,9.93,Database Team,In Progress,2025-07-15
3637,Outlook not syncing emails,Email Issue,Medium,4.16,Security Team,Closed,2025-10-12
3638,Laptop not turning on,Hardware Issue,High,10.03,Database Team,Open,2026-01-16
3639,Database query execution failed,Database Issue,Low,9.99,Database Team,Resolved,2026-02-10
3640,Database query execution failed,Database Issue,Critical,7.25,Cloud Team,Closed,2026-01-15
3641,Malware alert triggered,Security Incident,Critical,5.32,Database Team,Closed,2025-12-27
3642,Email attachments not opening,Email Issue,High,10.92,Network Team,Closed,2026-02-06
3643,Azure VM not responding,Cloud Issue,Low,11.1,Application Team,Open,2026-02-13
3644,Unable to install software update,Software Issue,High,1.48,Security Team,Resolved,2026-03-12
3645,API returning unexpected error,Application Bug,High,2.59,Application Team,In Progress,2025-11-19
3646,SQL server connection timeout,Database Issue,Critical,2.1,Cloud Team,Open,2025-07-03
3647,Suspicious login detected,Security Incident,Critical,11.17,Database Team,Closed,2025-11-12
3648,Outlook not syncing emails,Email Issue,Critical,1.58,Application Team,In Progress,2026-05-11
3649,Forgot system password,Password Reset,Medium,6.5,Network Team,In Progress,2026-02-07
3650,VPN disconnecting repeatedly,VPN Access,Medium,10.93,IT Support,Open,2025-08-06
3651,SQL server connection timeout,Database Issue,Medium,11.5,Cloud Team,Resolved,2025-08-09
3652,Unauthorized access attempt,Security Incident,Low,5.82,Application Team,In Progress,2025-07-11
3653,Unable to connect to database,Database Issue,Low,1.75,Cloud Team,Open,2026-04-19
3654,Unable to install software update,Software Issue,Medium,7.34,Network Team,In Progress,2026-04-12
3655,Unable to connect to database,Database Issue,Medium,1.22,Application Team,Resolved,2026-05-13
3656,Software license expired,Software Issue,Critical,4.94,Application Team,Resolved,2026-02-04
3657,Cloud storage access denied,Cloud Issue,Medium,9.91,Security Team,Resolved,2026-05-20
3658,Outlook not syncing emails,Email Issue,Low,10.83,Application Team,Open,2026-04-24
3659,Unable to connect to database,Database Issue,Low,11.06,Database Team,Closed,2026-01-11
3660,Unable to send company email,Email Issue,Critical,10.4,Cloud Team,Closed,2025-09-21
3661,Monitor display flickering,Hardware Issue,Critical,8.99,Application Team,Open,2025-07-25
3662,VPN connection failed remotely,VPN Access,Low,10.86,Security Team,Open,2026-03-12
3663,API returning unexpected error,Application Bug,High,2.3,Application Team,Open,2026-03-30
3664,Suspicious login detected,Security Incident,Critical,11.67,IT Support,Closed,2026-01-13
3665,Unauthorized access attempt,Security Incident,Medium,3.69,Database Team,Closed,2026-04-18
3666,Application crashing frequently,Software Issue,High,8.89,Network Team,Open,2025-12-02
3667,Database query execution failed,Database Issue,Medium,2.82,Cloud Team,Closed,2025-10-19
3668,Unable to install software update,Software Issue,Critical,10.1,Cloud Team,Open,2026-04-28
3669,Cloud storage access denied,Cloud Issue,Critical,2.44,Network Team,Closed,2025-10-20
3670,VPN disconnecting repeatedly,VPN Access,High,8.21,Network Team,Closed,2026-03-12
3671,Forgot system password,Password Reset,High,1.93,IT Support,Resolved,2025-10-17
3672,SQL server connection timeout,Database Issue,Critical,6.63,Database Team,Resolved,2025-09-01
3673,VPN disconnecting repeatedly,VPN Access,Critical,7.38,Security Team,Resolved,2025-12-21
3674,Unable to install software update,Software Issue,Critical,2.75,Database Team,Open,2026-05-16
3675,Form submission failed,Application Bug,Critical,7.61,Application Team,Resolved,2025-12-12
3676,Form submission failed,Application Bug,Medium,4.03,Security Team,In Progress,2025-10-11
3677,Database query execution failed,Database Issue,Medium,3.26,IT Support,Closed,2026-04-12
3678,Unauthorized access attempt,Security Incident,High,11.51,Application Team,In Progress,2025-12-13
3679,Cloud storage access denied,Cloud Issue,High,8.66,Application Team,Closed,2026-01-28
3680,Outlook not syncing emails,Email Issue,High,1.59,Security Team,Open,2026-03-11
3681,Unable to connect to database,Database Issue,Low,1.24,Network Team,Resolved,2026-01-22
3682,Unable to connect to company VPN,VPN Access,Medium,6.71,Security Team,In Progress,2025-12-06
3683,Software license expired,Software Issue,Medium,5.03,IT Support,In Progress,2026-04-23
3684,Azure VM not responding,Cloud Issue,High,8.68,IT Support,Closed,2026-05-05
3685,Forgot system password,Password Reset,Critical,3.6,Security Team,Closed,2025-08-09
3686,Software license expired,Software Issue,Low,10.33,IT Support,Open,2026-02-22
3687,Unable to send company email,Email Issue,Critical,5.1,IT Support,Resolved,2025-10-07
3688,Azure VM not responding,Cloud Issue,Critical,8.46,Cloud Team,In Progress,2026-04-15
3689,Email attachments not opening,Email Issue,Medium,9.16,IT Support,Closed,2026-01-01
3690,Monitor display flickering,Hardware Issue,High,5.77,Database Team,In Progress,2025-08-06
3691,Password reset link not working,Password Reset,Medium,9.1,Cloud Team,Closed,2026-02-20
3692,Password reset link not working,Password Reset,Critical,4.45,IT Support,Closed,2025-08-27
3693,Unable to send company email,Email Issue,High,4.76,Application Team,Open,2026-01-02
3694,Email attachments not opening,Email Issue,High,7.9,Cloud Team,Open,2026-04-14
3695,Dashboard not loading correctly,Application Bug,Medium,6.46,Application Team,Open,2026-05-20
3696,Software license expired,Software Issue,Medium,9.73,IT Support,Resolved,2025-07-18
3697,Application crashing frequently,Software Issue,Critical,5.65,Database Team,Resolved,2026-05-21
3698,VPN connection failed remotely,VPN Access,Low,3.16,Application Team,Closed,2025-09-25
3699,Software license expired,Software Issue,Medium,3.99,Application Team,Resolved,2025-12-08
3700,AWS server instance down,Cloud Issue,Critical,3.55,Database Team,Closed,2025-10-18
3701,Unable to login after password reset,Password Reset,Critical,2.29,Cloud Team,Closed,2025-08-09
3702,Outlook not syncing emails,Email Issue,Medium,9.46,Network Team,Closed,2025-12-01
3703,Software license expired,Software Issue,Low,4.4,Database Team,In Progress,2026-05-26
3704,Form submission failed,Application Bug,Medium,5.42,Cloud Team,In Progress,2025-12-25
3705,AWS server instance down,Cloud Issue,Critical,11.48,IT Support,Closed,2026-04-30
3706,Unable to access internal network,Network Issue,Low,4.65,Application Team,In Progress,2026-01-10
3707,Dashboard not loading correctly,Application Bug,High,9.64,Cloud Team,Open,2025-08-05
3708,VPN disconnecting repeatedly,VPN Access,Low,2.73,Security Team,Resolved,2025-07-20
3709,VPN connection failed remotely,VPN Access,High,8.62,Database Team,In Progress,2025-09-28
3710,Internet speed extremely slow,Network Issue,Critical,4.19,Application Team,Closed,2026-02-06
3711,Email attachments not opening,Email Issue,Critical,7.58,Security Team,Resolved,2026-02-13
3712,Dashboard not loading correctly,Application Bug,High,8.15,Application Team,Resolved,2026-01-25
3713,Unable to connect to company VPN,VPN Access,Critical,10.31,Database Team,In Progress,2026-04-04
3714,Outlook not syncing emails,Email Issue,Medium,4.42,Security Team,Open,2026-04-10
3715,VPN connection failed remotely,VPN Access,Medium,3.66,IT Support,Closed,2025-08-09
3716,Azure VM not responding,Cloud Issue,Medium,5.17,Application Team,Open,2026-02-06
3717,Internet speed extremely slow,Network Issue,Critical,2.88,Application Team,Open,2026-04-06
3718,API returning unexpected error,Application Bug,Low,5.89,Security Team,In Progress,2026-01-09
3719,Azure VM not responding,Cloud Issue,Critical,10.01,Network Team,Closed,2025-09-22
3720,Azure VM not responding,Cloud Issue,Low,7.62,Database Team,Closed,2026-01-19
3721,Outlook not syncing emails,Email Issue,Low,11.96,Network Team,Open,2026-01-22
3722,Password reset link not working,Password Reset,High,8.75,Database Team,Closed,2026-04-01
3723,Cloud storage access denied,Cloud Issue,High,3.48,Database Team,Resolved,2026-05-17
3724,Laptop not turning on,Hardware Issue,Low,7.64,IT Support,Open,2025-07-08
3725,Internet speed extremely slow,Network Issue,High,11.14,Security Team,In Progress,2025-08-22
3726,Dashboard not loading correctly,Application Bug,Critical,8.65,IT Support,Open,2026-04-04
3727,Suspicious login detected,Security Incident,Critical,8.38,Network Team,In Progress,2026-05-21
3728,SQL server connection timeout,Database Issue,Critical,2.55,Cloud Team,Resolved,2026-02-18
3729,Unable to send company email,Email Issue,Critical,11.89,Application Team,Open,2025-11-14
3730,Password reset link not working,Password Reset,Medium,11.17,Network Team,In Progress,2026-06-16
3731,Unable to connect to company VPN,VPN Access,Low,6.43,Network Team,In Progress,2026-03-03
3732,Outlook not syncing emails,Email Issue,High,10.88,IT Support,Resolved,2025-10-13
3733,Password reset link not working,Password Reset,Low,9.61,Application Team,In Progress,2026-01-02
3734,Unable to login after password reset,Password Reset,Medium,7.07,Cloud Team,Closed,2025-12-19
3735,Unable to send company email,Email Issue,Critical,5.42,Application Team,In Progress,2026-04-27
3736,Azure VM not responding,Cloud Issue,Low,9.44,Cloud Team,In Progress,2025-10-16
3737,Unable to install software update,Software Issue,High,6.27,Cloud Team,Resolved,2026-03-17
3738,Unable to send company email,Email Issue,Low,8.99,Cloud Team,Open,2026-05-25
3739,Outlook not syncing emails,Email Issue,Low,4.37,Cloud Team,In Progress,2026-05-07
3740,Internet speed extremely slow,Network Issue,Low,10.35,Database Team,Resolved,2026-04-28
3741,Outlook not syncing emails,Email Issue,Critical,10.88,Network Team,In Progress,2025-10-25
3742,Laptop not turning on,Hardware Issue,High,9.54,Security Team,Closed,2025-12-08
3743,Cloud storage access denied,Cloud Issue,Critical,4.89,Database Team,Open,2026-06-04
3744,Dashboard not loading correctly,Application Bug,Medium,1.42,Network Team,Closed,2026-03-01
3745,Dashboard not loading correctly,Application Bug,High,9.87,Security Team,Resolved,2026-06-06
3746,Laptop not turning on,Hardware Issue,Critical,9.73,IT Support,Closed,2025-08-18
3747,AWS server instance down,Cloud Issue,Low,6.15,Network Team,Open,2025-09-08
3748,Form submission failed,Application Bug,Critical,11.68,Network Team,In Progress,2026-06-01
3749,VPN connection failed remotely,VPN Access,High,5.08,Security Team,Open,2025-06-23
3750,Azure VM not responding,Cloud Issue,High,4.22,Security Team,Open,2026-04-11
3751,Forgot system password,Password Reset,Medium,9.74,Security Team,Open,2025-08-27
3752,Unable to access internal network,Network Issue,High,10.28,Network Team,In Progress,2026-04-04
3753,Unable to login after password reset,Password Reset,Critical,8.13,Database Team,Open,2026-05-22
3754,SQL server connection timeout,Database Issue,High,9.91,Network Team,Resolved,2025-11-13
3755,VPN disconnecting repeatedly,VPN Access,High,2.12,Application Team,Closed,2025-10-16
3756,AWS server instance down,Cloud Issue,Low,1.93,Application Team,Open,2025-07-27
3757,Malware alert triggered,Security Incident,High,6.62,IT Support,Closed,2025-07-03
3758,Laptop not turning on,Hardware Issue,Critical,11.06,Database Team,Resolved,2025-08-04
3759,Monitor display flickering,Hardware Issue,High,3.92,Network Team,Open,2026-05-10
3760,Forgot system password,Password Reset,Medium,7.6,IT Support,In Progress,2025-11-23
3761,API returning unexpected error,Application Bug,High,11.51,Security Team,Open,2025-10-15
3762,VPN disconnecting repeatedly,VPN Access,Low,3.26,Network Team,Open,2026-01-13
3763,Application crashing frequently,Software Issue,High,5.08,Security Team,In Progress,2026-05-27
3764,Outlook not syncing emails,Email Issue,Critical,1.48,IT Support,Open,2026-05-01
3765,Cloud storage access denied,Cloud Issue,Low,2.09,IT Support,Closed,2026-03-20
3766,API returning unexpected error,Application Bug,Low,7.18,Security Team,In Progress,2025-07-19
3767,Malware alert triggered,Security Incident,Critical,1.99,Security Team,Closed,2026-03-06
3768,Dashboard not loading correctly,Application Bug,Critical,6.03,Application Team,Closed,2025-09-12
3769,SQL server connection timeout,Database Issue,Medium,5.03,Application Team,Closed,2026-02-02
3770,SQL server connection timeout,Database Issue,Medium,10.42,Cloud Team,In Progress,2025-12-04
3771,Forgot system password,Password Reset,High,10.29,IT Support,Resolved,2025-12-11
3772,Monitor display flickering,Hardware Issue,Critical,8.55,Cloud Team,In Progress,2025-07-29
3773,Unable to send company email,Email Issue,High,8.81,Security Team,Closed,2025-11-20
3774,Password reset link not working,Password Reset,Low,2.29,IT Support,Open,2025-10-14
3775,Application crashing frequently,Software Issue,High,7.04,Security Team,Closed,2026-02-26
3776,Laptop not turning on,Hardware Issue,High,8.65,IT Support,In Progress,2025-08-08
3777,Laptop not turning on,Hardware Issue,High,5.61,Database Team,Resolved,2026-05-01
3778,Form submission failed,Application Bug,Critical,6.12,Database Team,Closed,2026-02-26
3779,Dashboard not loading correctly,Application Bug,High,9.39,Cloud Team,Open,2025-09-11
3780,Internet speed extremely slow,Network Issue,Medium,4.1,Network Team,Open,2025-07-04
3781,Unable to install software update,Software Issue,High,5.86,IT Support,In Progress,2025-10-17
3782,API returning unexpected error,Application Bug,Low,10.75,Database Team,In Progress,2025-12-19
3783,Monitor display flickering,Hardware Issue,High,6.99,Network Team,Resolved,2026-04-13
3784,SQL server connection timeout,Database Issue,Critical,3.99,IT Support,Resolved,2026-06-05
3785,Unable to login after password reset,Password Reset,Medium,1.16,Cloud Team,Closed,2026-04-10
3786,Unable to access internal network,Network Issue,Medium,8.4,Database Team,Resolved,2025-08-09
3787,Email attachments not opening,Email Issue,Medium,11.55,IT Support,Open,2026-04-27
3788,Unable to login after password reset,Password Reset,Low,9.62,IT Support,Closed,2026-01-11
3789,Unable to login after password reset,Password Reset,Critical,5.05,Security Team,Resolved,2025-08-05
3790,API returning unexpected error,Application Bug,Medium,4.64,IT Support,Open,2026-01-20
3791,Keyboard not working properly,Hardware Issue,Low,9.15,Application Team,Resolved,2025-11-05
3792,Internet speed extremely slow,Network Issue,Medium,3.46,IT Support,Closed,2026-01-11
3793,Forgot system password,Password Reset,Critical,2.28,IT Support,Open,2025-07-04
3794,Unable to install software update,Software Issue,High,8.21,Application Team,In Progress,2026-06-12
3795,Forgot system password,Password Reset,High,5.55,Cloud Team,Closed,2026-03-08
3796,Unable to access internal network,Network Issue,Medium,2.67,Database Team,Closed,2026-02-04
3797,Unauthorized access attempt,Security Incident,Medium,6.87,Application Team,In Progress,2025-08-16
3798,Malware alert triggered,Security Incident,Low,7.99,Database Team,Open,2025-11-02
3799,VPN connection failed remotely,VPN Access,High,7.14,Cloud Team,Resolved,2026-01-02
3800,Unable to access internal network,Network Issue,High,1.13,Cloud Team,Open,2026-05-28
3801,Form submission failed,Application Bug,Medium,10.53,Security Team,Resolved,2025-07-12
3802,API returning unexpected error,Application Bug,Low,8.6,Application Team,Resolved,2025-07-10
3803,Monitor display flickering,Hardware Issue,Medium,8.87,Security Team,Open,2026-01-25
3804,Unauthorized access attempt,Security Incident,Low,2.63,IT Support,Closed,2025-11-30
3805,VPN disconnecting repeatedly,VPN Access,Medium,6.11,Security Team,In Progress,2026-06-02
3806,Software license expired,Software Issue,High,1.81,IT Support,In Progress,2026-05-23
3807,WiFi disconnecting frequently,Network Issue,Low,11.6,IT Support,Closed,2026-04-18
3808,Application crashing frequently,Software Issue,Low,2.72,Network Team,Closed,2026-02-07
3809,Form submission failed,Application Bug,Low,2.41,Security Team,In Progress,2025-07-21
3810,Malware alert triggered,Security Incident,Low,5.51,Network Team,Resolved,2025-12-14
3811,Unable to login after password reset,Password Reset,Critical,11.19,Network Team,Open,2025-08-30
3812,Dashboard not loading correctly,Application Bug,High,4.35,Database Team,Open,2025-11-10
3813,Internet speed extremely slow,Network Issue,Low,2.47,Network Team,Resolved,2025-07-01
3814,Suspicious login detected,Security Incident,Low,5.87,Network Team,Closed,2025-09-17
3815,Unable to access internal network,Network Issue,Low,8.78,Database Team,Closed,2025-12-10
3816,Dashboard not loading correctly,Application Bug,Low,5.32,Application Team,Resolved,2025-06-26
3817,Unauthorized access attempt,Security Incident,Medium,9.84,Network Team,Resolved,2026-05-27
3818,Dashboard not loading correctly,Application Bug,High,7.82,Database Team,Resolved,2026-06-18
3819,Email attachments not opening,Email Issue,Low,4.06,Network Team,Open,2025-10-03
3820,Malware alert triggered,Security Incident,Medium,3.62,Network Team,Open,2025-09-18
3821,Unauthorized access attempt,Security Incident,High,2.26,Application Team,Closed,2026-06-01
3822,Unauthorized access attempt,Security Incident,High,6.83,Database Team,In Progress,2026-06-12
3823,VPN disconnecting repeatedly,VPN Access,Low,6.79,Network Team,Closed,2026-05-22
3824,VPN connection failed remotely,VPN Access,Medium,5.66,IT Support,Closed,2025-12-08
3825,WiFi disconnecting frequently,Network Issue,Critical,11.76,Database Team,Resolved,2026-05-11
3826,Keyboard not working properly,Hardware Issue,Medium,7.25,Database Team,In Progress,2026-03-08
3827,Unable to login after password reset,Password Reset,High,8.13,Database Team,Open,2025-08-19
3828,API returning unexpected error,Application Bug,High,6.22,Network Team,In Progress,2025-10-27
3829,Application crashing frequently,Software Issue,High,11.47,Database Team,Resolved,2026-03-06
3830,API returning unexpected error,Application Bug,Critical,3.03,IT Support,Resolved,2025-07-05
3831,Unable to connect to database,Database Issue,Medium,6.38,Application Team,In Progress,2025-08-29
3832,Forgot system password,Password Reset,High,1.83,Security Team,In Progress,2026-01-06
3833,Unable to access internal network,Network Issue,High,4.06,Security Team,Closed,2025-07-24
3834,Malware alert triggered,Security Incident,Critical,2.12,Cloud Team,In Progress,2025-10-29
3835,Suspicious login detected,Security Incident,Low,2.82,Network Team,Resolved,2025-10-01
3836,Suspicious login detected,Security Incident,Critical,4.96,Application Team,In Progress,2026-01-19
3837,VPN connection failed remotely,VPN Access,Low,8.2,Cloud Team,In Progress,2025-10-13
3838,SQL server connection timeout,Database Issue,Low,1.02,IT Support,Closed,2026-03-31
3839,VPN disconnecting repeatedly,VPN Access,Low,5.85,Database Team,In Progress,2025-12-12
3840,Cloud storage access denied,Cloud Issue,High,2.59,Application Team,Resolved,2026-03-09
3841,SQL server connection timeout,Database Issue,Medium,11.16,Application Team,Open,2025-08-22
3842,Unable to connect to database,Database Issue,High,7.57,Database Team,Closed,2026-05-14
3843,Application crashing frequently,Software Issue,Low,11.35,Cloud Team,Open,2026-04-20
3844,Internet speed extremely slow,Network Issue,Medium,4.02,Network Team,Resolved,2025-07-21
3845,Dashboard not loading correctly,Application Bug,High,3.01,Network Team,In Progress,2026-05-07
3846,Monitor display flickering,Hardware Issue,Medium,5.0,IT Support,Resolved,2025-12-19
3847,Application crashing frequently,Software Issue,Low,5.55,Security Team,In Progress,2025-08-22
3848,Database query execution failed,Database Issue,Medium,10.84,Cloud Team,In Progress,2025-08-01
3849,Suspicious login detected,Security Incident,Medium,8.82,Database Team,Closed,2026-06-16
3850,Form submission failed,Application Bug,Critical,10.42,Application Team,Resolved,2025-09-17
3851,Unable to access internal network,Network Issue,Low,1.16,Cloud Team,Closed,2025-07-16
3852,Azure VM not responding,Cloud Issue,Medium,8.05,IT Support,Open,2025-12-16
3853,Unauthorized access attempt,Security Incident,Medium,7.64,Database Team,Closed,2026-01-04
3854,Keyboard not working properly,Hardware Issue,Medium,2.7,Cloud Team,Closed,2025-10-26
3855,Suspicious login detected,Security Incident,Low,10.18,Cloud Team,Open,2026-05-15
3856,Unable to login after password reset,Password Reset,High,11.67,Cloud Team,In Progress,2026-05-27
3857,Password reset link not working,Password Reset,Medium,5.87,IT Support,In Progress,2025-08-25
3858,Password reset link not working,Password Reset,High,4.35,Network Team,Open,2025-12-17
3859,Cloud storage access denied,Cloud Issue,High,3.16,Security Team,In Progress,2026-05-31
3860,Software license expired,Software Issue,Critical,3.27,Database Team,Resolved,2025-07-07
3861,Azure VM not responding,Cloud Issue,Low,5.14,Database Team,Closed,2025-07-21
3862,Email attachments not opening,Email Issue,High,9.66,Cloud Team,Open,2025-11-26
3863,Malware alert triggered,Security Incident,Low,6.89,IT Support,Closed,2025-08-20
3864,Dashboard not loading correctly,Application Bug,High,10.0,Application Team,In Progress,2026-01-29
3865,Laptop not turning on,Hardware Issue,Low,6.79,Application Team,Open,2025-09-14
3866,Password reset link not working,Password Reset,High,8.37,Application Team,Closed,2026-04-10
3867,Azure VM not responding,Cloud Issue,Medium,2.99,Cloud Team,Resolved,2025-08-25
3868,Unable to send company email,Email Issue,Critical,2.31,IT Support,Resolved,2026-06-09
3869,Forgot system password,Password Reset,Critical,4.36,Database Team,Closed,2026-05-17
3870,API returning unexpected error,Application Bug,Low,11.52,IT Support,Resolved,2026-03-18
3871,Cloud storage access denied,Cloud Issue,High,5.71,Security Team,Open,2026-03-01
3872,VPN connection failed remotely,VPN Access,Low,6.87,Database Team,In Progress,2025-11-12
3873,Monitor display flickering,Hardware Issue,Critical,5.03,Network Team,Open,2025-09-12
3874,Suspicious login detected,Security Incident,Critical,9.37,Security Team,Closed,2026-02-27
3875,AWS server instance down,Cloud Issue,Low,7.51,Cloud Team,Open,2025-06-19
3876,Software license expired,Software Issue,High,6.91,Application Team,Open,2025-10-08
3877,Form submission failed,Application Bug,High,6.44,Network Team,Open,2026-02-26
3878,Unable to access internal network,Network Issue,Low,4.84,Cloud Team,Resolved,2026-01-04
3879,Azure VM not responding,Cloud Issue,High,6.27,Security Team,Closed,2025-08-01
3880,Dashboard not loading correctly,Application Bug,Critical,3.72,Database Team,Resolved,2026-02-09
3881,Suspicious login detected,Security Incident,Critical,11.67,Network Team,Resolved,2026-03-24
3882,Dashboard not loading correctly,Application Bug,Medium,5.06,Network Team,In Progress,2025-09-29
3883,WiFi disconnecting frequently,Network Issue,Medium,11.2,Database Team,Closed,2025-12-20
3884,Database query execution failed,Database Issue,Medium,5.55,Database Team,Closed,2026-05-15
3885,Forgot system password,Password Reset,Medium,2.86,Database Team,Resolved,2025-10-27
3886,Laptop not turning on,Hardware Issue,Critical,10.69,Database Team,Closed,2026-03-29
3887,Software license expired,Software Issue,Critical,4.11,Network Team,Resolved,2025-11-10
3888,SQL server connection timeout,Database Issue,Medium,1.93,Database Team,In Progress,2025-08-17
3889,AWS server instance down,Cloud Issue,Medium,8.69,Database Team,Resolved,2026-06-15
3890,Malware alert triggered,Security Incident,Low,3.02,Application Team,Resolved,2025-11-17
3891,API returning unexpected error,Application Bug,Medium,6.88,Application Team,Open,2026-05-15
3892,Unable to install software update,Software Issue,High,11.43,Application Team,Open,2026-02-06
3893,Application crashing frequently,Software Issue,Low,2.45,Network Team,Closed,2025-10-25
3894,Unable to access internal network,Network Issue,Critical,11.46,Network Team,Open,2025-11-26
3895,Azure VM not responding,Cloud Issue,Low,4.35,Security Team,Open,2025-09-30
3896,Cloud storage access denied,Cloud Issue,Critical,6.14,IT Support,Resolved,2026-04-17
3897,Email attachments not opening,Email Issue,Low,8.82,Database Team,In Progress,2026-04-05
3898,API returning unexpected error,Application Bug,Medium,2.06,Application Team,Resolved,2025-08-12
3899,API returning unexpected error,Application Bug,Low,11.94,Application Team,Resolved,2025-11-26
3900,Unable to install software update,Software Issue,High,5.8,Application Team,Closed,2026-01-15
3901,Database query execution failed,Database Issue,Critical,1.94,Application Team,Resolved,2025-10-29
3902,Forgot system password,Password Reset,Low,10.48,Security Team,Resolved,2025-11-24
3903,Keyboard not working properly,Hardware Issue,Critical,4.1,Database Team,Resolved,2025-11-25
3904,Unable to install software update,Software Issue,Critical,2.4,Security Team,In Progress,2025-11-18
3905,API returning unexpected error,Application Bug,Critical,4.92,Cloud Team,Open,2026-04-14
3906,Cloud storage access denied,Cloud Issue,Low,4.42,Application Team,In Progress,2026-03-03
3907,Internet speed extremely slow,Network Issue,Critical,1.24,IT Support,Open,2026-02-27
3908,Monitor display flickering,Hardware Issue,High,11.73,Network Team,In Progress,2025-09-16
3909,Unable to send company email,Email Issue,Medium,7.19,Network Team,Resolved,2026-02-18
3910,Password reset link not working,Password Reset,Low,3.25,Cloud Team,Closed,2026-04-10
3911,Unable to connect to company VPN,VPN Access,High,6.06,Network Team,Resolved,2026-03-08
3912,Unauthorized access attempt,Security Incident,Medium,5.96,Network Team,In Progress,2026-04-20
3913,Internet speed extremely slow,Network Issue,High,9.71,Database Team,In Progress,2025-11-11
3914,WiFi disconnecting frequently,Network Issue,Medium,4.49,IT Support,Closed,2026-01-14
3915,Unable to send company email,Email Issue,Low,4.51,Database Team,Closed,2025-10-25
3916,Laptop not turning on,Hardware Issue,Medium,4.79,Cloud Team,Resolved,2025-11-10
3917,Email attachments not opening,Email Issue,High,11.42,Application Team,In Progress,2025-09-17
3918,Software license expired,Software Issue,Medium,5.06,Security Team,Closed,2026-03-08
